年份,批次,区域,学校名称,学校代码,录取分数线
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,上海市上海中学,42032,
2024,1-15志愿,崇明区,上海田家炳中学,64020,
2024,1-15志愿,崇明区,上海戏剧学院附属高级中学（艺术班）,69004,
2024,1-15志愿,崇明区,上海安生学校,74081,
2024,1-15志愿,崇明区,上海音乐学院附属安师实验中学（艺术班）,79016,
2024,1-15志愿,崇明区,上海交通大学附属中学,102056,
2024,1-15志愿,崇明区,复旦大学附属中学,102057,
2024,1-15志愿,崇明区,上海民办行中中学,134010,
2024,1-15志愿,崇明区,上海存志高级中学,134012,
2024,1-15志愿,崇明区,上海创艺高级中学,134014,
2024,1-15志愿,崇明区,上海市宝山华曜高级中学,134015,
2024,1-15志愿,崇明区,上海宝山区世外学校,135034,
2024,1-15志愿,崇明区,上海嘉定区民办华盛怀少学校,145030,
2024,1-15志愿,崇明区,华东师范大学第二附属中学,152003,
2024,1-15志愿,崇明区,上海师范大学附属中学,152006,
2024,1-15志愿,崇明区,上海浦东新区民办东鼎外国语学校,155041,
2024,1-15志愿,崇明区,上海市民办尚德实验学校,155043,
2024,1-15志愿,崇明区,上海市金山中学,162000,
2024,1-15志愿,崇明区,上海市张堰中学,163000,
2024,1-15志愿,崇明区,上海师范大学第二附属中学,163001,
2024,1-15志愿,崇明区,华东师范大学第三附属中学,163002,
2024,1-15志愿,崇明区,华东师范大学附属枫泾中学,164000,
2024,1-15志愿,崇明区,上海体育大学附属金山亭林中学,164002,
2024,1-15志愿,崇明区,上海市民办交大南洋中学,164005,
2024,1-15志愿,崇明区,上海市民办永昌中学,164008,
2024,1-15志愿,崇明区,上海金山区世外学校,165004,
2024,1-15志愿,崇明区,上海市西外外国语学校,175018,
2024,1-15志愿,崇明区,上海赫贤学校,175024,
2024,1-15志愿,崇明区,上海青浦区世外高级中学,184006,
2024,1-15志愿,崇明区,上海美达菲双语高级中学,204020,
2024,1-15志愿,崇明区,上海奉贤区博华双语学校,205006,
2024,1-15志愿,崇明区,上海民办民一中学,514010,
2024,1-15志愿,崇明区,,12006,
2024,1-15志愿,崇明区,,13002,
2024,1-15志愿,崇明区,,14006,
2024,1-15志愿,崇明区,,42002,
2024,1-15志愿,崇明区,,42032,
2024,1-15志愿,崇明区,,44083,
2024,1-15志愿,崇明区,,63008,
2024,1-15志愿,崇明区,,64020,
2024,1-15志愿,崇明区,,69004,
2024,1-15志愿,崇明区,,74081,
2024,1-15志愿,崇明区,,79016,
2024,1-15志愿,崇明区,,102056,
2024,1-15志愿,崇明区,,102057,
2024,1-15志愿,崇明区,,122001,
2024,1-15志愿,崇明区,,122002,
2024,1-15志愿,崇明区,,122003,
2024,1-15志愿,崇明区,,122004,
2024,1-15志愿,崇明区,,123001,
2024,1-15志愿,崇明区,,123002,
2024,1-15志愿,崇明区,,123003,
2024,1-15志愿,崇明区,,124005,
2024,1-15志愿,崇明区,,124006,
2024,1-15志愿,崇明区,,124007,
2024,1-15志愿,崇明区,,124011,
2024,1-15志愿,崇明区,,124012,
2024,1-15志愿,崇明区,,124013,
2024,1-15志愿,崇明区,,124015,
2024,1-15志愿,崇明区,,124019,
2024,1-15志愿,崇明区,,124020,
2024,1-15志愿,崇明区,,124022,
2024,1-15志愿,崇明区,,124024,
2024,1-15志愿,崇明区,,124108,
2024,1-15志愿,崇明区,,124109,
2024,1-15志愿,崇明区,,124114,
2024,1-15志愿,崇明区,,124115,
2024,1-15志愿,崇明区,,124116,
2024,1-15志愿,崇明区,,125008,
2024,1-15志愿,崇明区,,125115,
2024,1-15志愿,崇明区,,125117,
2024,1-15志愿,崇明区,,125119,
2024,1-15志愿,崇明区,,134010,
2024,1-15志愿,崇明区,,134012,
2024,1-15志愿,崇明区,,134013,
2024,1-15志愿,崇明区,,134014,
2024,1-15志愿,崇明区,,134015,
2024,1-15志愿,崇明区,,135001,
2024,1-15志愿,崇明区,,135003,
2024,1-15志愿,崇明区,,135034,
2024,1-15志愿,崇明区,,145007,
2024,1-15志愿,崇明区,,145018,
2024,1-15志愿,崇明区,,145030,
2024,1-15志愿,崇明区,,152003,
2024,1-15志愿,崇明区,,152006,
2024,1-15志愿,崇明区,,154033,
2024,1-15志愿,崇明区,,154039,
2024,1-15志愿,崇明区,,154048,
2024,1-15志愿,崇明区,,155013,
2024,1-15志愿,崇明区,,155041,
2024,1-15志愿,崇明区,,155043,
2024,1-15志愿,崇明区,,164005,
2024,1-15志愿,崇明区,,164008,
2024,1-15志愿,崇明区,,165004,
2024,1-15志愿,崇明区,,173002,
2024,1-15志愿,崇明区,,174008,
2024,1-15志愿,崇明区,,174013,
2024,1-15志愿,崇明区,,175018,
2024,1-15志愿,崇明区,,175024,
2024,1-15志愿,崇明区,,184006,
2024,1-15志愿,崇明区,,184007,
2024,1-15志愿,崇明区,,185008,
2024,1-15志愿,崇明区,,185014,
2024,1-15志愿,崇明区,,204020,
2024,1-15志愿,崇明区,,205006,
2024,1-15志愿,崇明区,,514010,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,上海市奉贤中学,202001,677
2024,1-15志愿,崇明区,华东师范大学第二附属中学临港奉贤分校,202002,672
2024,1-15志愿,崇明区,上海市格致中学（奉贤校区）,12002,670.5
2024,1-15志愿,崇明区,华东理工大学附属奉贤曙光中学,203002,647.5
2024,1-15志愿,崇明区,东华大学附属奉贤致远中学,204001,626.5
2024,1-15志愿,崇明区,上海市奉贤区奉城高级中学,204005,611.5
2024,1-15志愿,崇明区,上海市奉贤区景秀高级中学,204008,589.5
2024,1-15志愿,崇明区,上海师范大学第四附属中学,204006,583.5
2024,1-15志愿,崇明区,上海奉贤区博华双语学校,205006,560.5
2024,1-15志愿,崇明区,上海美达菲双语高级中学,204020,518.5
2024,1-15志愿,崇明区,上海市五爱高级中学,13002,673.5
2024,1-15志愿,崇明区,上海市上海中学,42032,705
2024,1-15志愿,崇明区,上海田家炳中学,64020,631
2024,1-15志愿,崇明区,上海戏剧学院附属高级中学（艺术班）,69004,624
2024,1-15志愿,崇明区,上海安生学校,74081,540
2024,1-15志愿,崇明区,上海音乐学院附属安师实验中学（艺术班）,79016,606
2024,1-15志愿,崇明区,上海交通大学附属中学,102056,701
2024,1-15志愿,崇明区,复旦大学附属中学,102057,699
2024,1-15志愿,崇明区,上海市民办文绮中学,124109,634.5
2024,1-15志愿,崇明区,上海存志高级中学,134012,617
2024,1-15志愿,崇明区,上海创艺高级中学,134014,无考生达线
2024,1-15志愿,崇明区,上海市宝山华曜高级中学,134015,612.5
2024,1-15志愿,崇明区,上海市民办远东学校,145007,577
2024,1-15志愿,崇明区,华东师范大学第二附属中学,152003,701.5
2024,1-15志愿,崇明区,上海师范大学附属中学,152006,688
2024,1-15志愿,崇明区,上海市民办丰华高级中学,154039,582
2024,1-15志愿,崇明区,民办上海工商外国语职业学院附属中学,154048,578
2024,1-15志愿,崇明区,上海浦东新区民办东鼎外国语学校,155041,580.5
2024,1-15志愿,崇明区,上海市民办尚德实验学校,155043,642
2024,1-15志愿,崇明区,上海市民办交大南洋中学,164005,581
2024,1-15志愿,崇明区,上海市民办永昌中学,164008,574.5
2024,1-15志愿,崇明区,上海金山区世外学校,165004,617
2024,1-15志愿,崇明区,上海市西外外国语学校,175018,551.5
2024,1-15志愿,崇明区,上海赫贤学校,175024,623.5
2024,1-15志愿,崇明区,上海青浦区世外高级中学,184006,549
2024,1-15志愿,崇明区,上海民办民一中学,514010,581.5
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,,,
2024,1-15志愿,崇明区,上海市行知中学,132001,
2024,1-15志愿,崇明区,上海大学附属中学,132002,
2024,1-15志愿,崇明区,上海师范大学附属中学宝山分校,132003,
2024,1-15志愿,崇明区,上海市吴淞中学,133001,
2024,1-15志愿,崇明区,上海师范大学附属宝山罗店中学,133002,
2024,1-15志愿,崇明区,华东师范大学第二附属中学（宝山校区）,133003,
2024,1-15志愿,崇明区,上海市宝山中学,134001,
2024,1-15志愿,崇明区,上海市通河中学,134002,
2024,1-15志愿,崇明区,上海市淞浦中学,134003,
2024,1-15志愿,崇明区,上海市顾村中学,134004,
2024,1-15志愿,崇明区,上海市行知实验中学,134005,
2024,1-15志愿,崇明区,上海市高境第一中学,134006,
2024,1-15志愿,崇明区,上海市宝山区海滨中学,134009,
2024,1-15志愿,崇明区,上海民办行中中学,134010,
2024,1-15志愿,崇明区,上海存志高级中学,134012,
2024,1-15志愿,崇明区,上海宝山区民办维尚高级中学,134013,
2024,1-15志愿,崇明区,上海创艺高级中学,134014,
2024,1-15志愿,崇明区,上海市宝山华曜高级中学,134015,
2024,1-15志愿,崇明区,上海市同洲模范学校,135001,
2024,1-15志愿,崇明区,上海金瑞学校,135003,
2024,1-15志愿,崇明区,上海宝山区世外学校,135034,
2024,1-15志愿,崇明区,上海市五爱高级中学,13002,
2024,1-15志愿,崇明区,上海市同济黄浦设计创意中学,14006,
2024,1-15志愿,崇明区,上海市上海中学,42032,
2024,1-15志愿,崇明区,上海市久隆模范中学,63008,
2024,1-15志愿,崇明区,上海田家炳中学,64020,
2024,1-15志愿,崇明区,上海市民办扬波中学,64021,
2024,1-15志愿,崇明区,上海市民办新和中学,64023,
2024,1-15志愿,崇明区,上海市民办风范中学,64024,
2024,1-15志愿,崇明区,上海戏剧学院附属高级中学（艺术班）,69004,
2024,1-15志愿,崇明区,上海安生学校,74081,
2024,1-15志愿,崇明区,上海音乐学院附属安师实验中学（艺术班）,79016,
2024,1-15志愿,崇明区,上海交通大学附属中学,102056,
2024,1-15志愿,崇明区,复旦大学附属中学,102057,
2024,1-15志愿,崇明区,上海市民办燎原双语高级中学,124116,
2024,1-15志愿,崇明区,上海市民办远东学校,145007,
2024,1-15志愿,崇明区,上海华旭双语学校,145018,
2024,1-15志愿,崇明区,上海嘉定区民办华盛怀少学校,145030,
2024,1-15志愿,崇明区,华东师范大学第二附属中学,152003,
2024,1-15志愿,崇明区,上海市民办丰华高级中学,154039,
2024,1-15志愿,崇明区,民办上海工商外国语职业学院附属中学,154048,
2024,1-15志愿,崇明区,上海浦东新区民办东鼎外国语学校,155041,
2024,1-15志愿,崇明区,上海市民办尚德实验学校,155043,
2024,1-15志愿,崇明区,上海市民办交大南洋中学,164005,
2024,1-15志愿,崇明区,上海市民办永昌中学,164008,
2024,1-15志愿,崇明区,上海金山区世外学校,165004,
2024,1-15志愿,崇明区,上海市松江区科德高级中学,173002,
2024,1-15志愿,崇明区,上海市西外外国语学校,175018,
2024,1-15志愿,崇明区,上海赫贤学校,175024,
2024,1-15志愿,崇明区,上海青浦区世外高级中学,184006,
2024,1-15志愿,崇明区,上海青浦区宏润博源高级中学,184007,
2024,1-15志愿,崇明区,上海美达菲双语高级中学,204020,
2024,1-15志愿,崇明区,上海奉贤区博华双语学校,205006,
2024,1-15志愿,崇明区,上海民办民一中学,514010,
2024,1-15志愿,崇明区,上海市上海中学,42032,
2024,1-15志愿,崇明区,上海戏剧学院附属高级中学(艺术班),69004,
2024,1-15志愿,崇明区,上海安生学校,74081,
2024,1-15志愿,崇明区,上海音乐学院附属安师实验中学(艺术班),79016,
2024,1-15志愿,崇明区,上海交通大学附属中学,102056,
2024,1-15志愿,崇明区,复旦大学附属中学,102057,
2024,1-15志愿,崇明区,上海民办行中中学,134010,
2024,1-15志愿,崇明区,上海创艺高级中学,134014,
2024,1-15志愿,崇明区,上海市宝山华曜高级中学,134015,
2024,1-15志愿,崇明区,华东师范大学第二附属中学,152003,
2024,1-15志愿,崇明区,上海市民办丰华高级中学,154039,
2024,1-15志愿,崇明区,上海浦东新区民办东鼎外国语学校,155041,
2024,1-15志愿,崇明区,上海市民办尚德实验学校,155043,
2024,1-15志愿,崇明区,上海市民办交大南洋中学,164005,
2024,1-15志愿,崇明区,上海市西外外国语学校,175018,
2024,1-15志愿,崇明区,上海赫贤学校,175024,
2024,1-15志愿,崇明区,上海美达菲双语高级中学,204020,
2024,1-15志愿,崇明区,上海市崇明中学,512000,
2024,1-15志愿,崇明区,上海市实验学校东滩高级中学,512001,
2024,1-15志愿,崇明区,上海市崇明区民本中学,513001,
2024,1-15志愿,崇明区,上海市扬子中学_,513009,
2024,1-15志愿,崇明区,上海市崇明区城桥中学,514001,
2024,1-15志愿,崇明区,上海市崇明区堡镇中学,514004,
2024,1-15志愿,崇明区,上海民办民一中学,514010,
2024,1-15志愿,崇明区,上海市崇明区横沙中学,514013,
