年份,区域,初中学校,高中学校,录取分数线
2024,杨浦,上海音乐学院实验学校,,758
2024,杨浦,上海音乐学院实验学校,,717.5
2024,杨浦,上海市黄兴学校,,713
2024,杨浦,上海市黄兴学校,,723.5
2024,杨浦,上海市黄兴学校,,711
2024,杨浦,上海市昆明学校,,733
2024,杨浦,上海市昆明学校,,744.5
2024,杨浦,上海市昆明学校,,756.5
2024,杨浦,上海市昆明学校,,719
2024,杨浦,上海市育鹰学校,,718
2024,杨浦,上海市育鹰学校,,722.5
2024,杨浦,上海市育鹰学校,,732.5
2024,杨浦,上海市育鹰学校,,713
2024,杨浦,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,杨浦,上海杨浦双语学校,,728.5
2024,杨浦,上海杨浦双语学校,,743.5
2024,杨浦,上海杨浦双语学校,,758.5
2024,杨浦,上海杨浦双语学校,,711.5
2024,杨浦,上海市市光学校,,717
2024,杨浦,上海市市光学校,,719
2024,杨浦,上海市市光学校,,753
2024,杨浦,上海市市光学校,,702.5
2024,杨浦,上海民办沪东外国语学校,,725.5
2024,杨浦,上海民办沪东外国语学校,,727.5
2024,杨浦,上海民办沪东外国语学校,,722.5
2024,杨浦,上海同大实验学校,,727
2024,杨浦,上海同大实验学校,,748
2024,杨浦,上海同大实验学校,,718
2024,杨浦,复旦大学第二附属学校,,722
2024,杨浦,复旦大学第二附属学校,,735.5
2024,杨浦,复旦大学第二附属学校,,758.5
2024,杨浦,复旦大学第二附属学校,,712
2024,松江,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,松江,上海市松江区第七中学,,741.5
2024,松江,上海市松江区第七中学,,750
2024,松江,上海市松江区第七中学,,721.5
2024,松江,上海市松江区第七中学,,730
2024,松江,上海对外经贸大学附属松江实验学校花园分校,,754.5
2024,松江,上海对外经贸大学附属松江实验学校花园分校,,738.5
2024,松江,上海对外经贸大学附属松江实验学校花园分校,,749
2024,松江,上海对外经贸大学附属松江实验学校花园分校,,718.5
2024,松江,上海对外经贸大学附属松江实验学校花园分校,,728
2024,松江,上海市松江二中（集团）初级中学,,734.5
2024,松江,上海市松江二中（集团）初级中学,,752.5
2024,松江,上海市松江二中（集团）初级中学,,713.5
2024,松江,上海市松江二中（集团）初级中学,,722.5
2024,松江,上海市松江四中初级中学,,738
2024,松江,上海市松江四中初级中学,,749
2024,松江,上海市松江四中初级中学,,719
2024,松江,上海市松江四中初级中学,,722
2024,松江,上海市松江区九亭中学,,739
2024,松江,上海市松江区九亭中学,,752
2024,松江,上海市松江区九亭中学,,716.5
2024,松江,上海市松江区九亭中学,,729
2024,松江,上海市松江区第六中学,,737
2024,松江,上海市松江区第六中学,,750.5
2024,松江,上海市松江区第六中学,,719
2024,松江,上海市松江区第六中学,,725.5
2024,松江,上海市松江区九亭第二中学,,733.5
2024,松江,上海市松江区九亭第二中学,,666.5
2024,松江,上海市松江区九亭第二中学,,715
2024,松江,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,松江,上海市松江区九亭第二中学,,719
2024,松江,上海市松江区立达中学,,736
2024,松江,上海市松江区立达中学,,719
2024,松江,上海市松江区立达中学,,713.5
2024,松江,上海市松江区立达中学,,724.5
2024,松江,上海市松江区新桥中学,,750
2024,松江,上海市松江区新桥中学,,733.5
2024,松江,上海市松江区新桥中学,,746.5
2024,松江,上海市松江区新桥中学,,703
2024,松江,上海市松江区新桥中学,,728
2024,松江,上海市松江区民办茸一中学,,740.5
2024,松江,上海市松江区民办茸一中学,,752.5
2024,松江,上海市松江区民办茸一中学,,718
2024,松江,上海市松江区民办茸一中学,,730
2024,松江,上海市松江九峰实验学校,,746.5
2024,松江,上海市松江九峰实验学校,,757
2024,松江,上海市松江九峰实验学校,,714
2024,松江,上海市松江九峰实验学校,,729.5
2024,松江,上海领科双语学校,,737
2024,松江,上海领科双语学校,,740
2024,松江,上海领科双语学校,,717
2024,松江,上海领科双语学校,,725
2024,松江,上海市松江区洞泾学校,,736.5
2024,松江,上海市松江区洞泾学校,,751
2024,松江,上海市松江区洞泾学校,,713.5
2024,松江,上海市松江区洞泾学校,,721
2024,松江,上海市松江区李塔汇学校,,735.5
2024,松江,上海市松江区李塔汇学校,,709
2024,松江,上海市松江区李塔汇学校,,705
2024,松江,上海市松江区李塔汇学校,,681
2024,松江,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,松江,上海市松江区李塔汇学校,,686
2024,松江,上海市松江区古松学校,,742.5
2024,松江,上海市松江区古松学校,,732.5
2024,松江,上海市松江区古松学校,,713
2024,松江,上海市松江区古松学校,,723.5
2024,松江,上海市松江区泖港学校,,695.5
2024,松江,上海市松江区泖港学校,,711
2024,松江,上海市松江区泖港学校,,698.5
2024,松江,上海市松江区泖港学校,,689.5
2024,松江,上海市松江区民乐学校,,742.5
2024,松江,上海市松江区民乐学校,,746.5
2024,松江,上海市松江区民乐学校,,758
2024,松江,上海市松江区民乐学校,,714
2024,松江,上海市松江区民乐学校,,727
2024,松江,上海市松江区泗泾实验学校,,740.5
2024,松江,上海市松江区泗泾实验学校,,746
2024,松江,上海市松江区泗泾实验学校,,712
2024,松江,上海市松江区泗泾实验学校,,728
2024,松江,上海市松江区佘山外国语实验学校,,729.5
2024,松江,上海市松江区佘山外国语实验学校,,760.5
2024,松江,上海市松江区佘山外国语实验学校,,701.5
2024,松江,上海市松江区佘山外国语实验学校,,722.5
2024,松江,上海市松江区五厍学校,,717.5
2024,松江,上海市松江区五厍学校,,683
2024,松江,上海市松江区五厍学校,,705
2024,松江,上海市松江区五厍学校,,686
2024,松江,上海市松江区五厍学校,,686
2024,松江,东华大学附属实验学校松江小昆山分校,,742
2024,松江,东华大学附属实验学校松江小昆山分校,,744
2024,松江,东华大学附属实验学校松江小昆山分校,,721
2024,松江,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,松江,东华大学附属实验学校松江小昆山分校,,732
2024,松江,上海市松江区仓桥学校,,747.5
2024,松江,上海市松江区仓桥学校,,739
2024,松江,上海市松江区仓桥学校,,754
2024,松江,上海市松江区仓桥学校,,715.5
2024,松江,上海市松江区仓桥学校,,723.5
2024,松江,上海市松江区佘山学校,,724.5
2024,松江,上海市松江区佘山学校,,726
2024,松江,上海市松江区佘山学校,,722
2024,松江,上海市松江区佘山学校,,708
2024,松江,上海市松江区佘山学校,,723
2024,松江,上海市三新学校,,745.5
2024,松江,上海市三新学校,,750.5
2024,松江,上海市三新学校,,714.5
2024,松江,上海市三新学校,,729.5
2024,松江,上海世外教育附属松江区车墩学校,,737.5
2024,松江,上海世外教育附属松江区车墩学校,,722.5
2024,松江,上海世外教育附属松江区车墩学校,,723.5
2024,松江,上海世外教育附属松江区车墩学校,,724.5
2024,松江,上海市松江区张泽学校,,729.5
2024,松江,上海市松江区张泽学校,,707
2024,松江,上海市松江区张泽学校,,692.5
2024,松江,上海市松江区张泽学校,,712.5
2024,松江,上海市松江区天马山学校,,737
2024,松江,上海市松江区天马山学校,,721.5
2024,松江,上海市松江区天马山学校,,726
2024,松江,上海市松江区天马山学校,,713.5
2024,松江,上海戏剧学院附属松江实验学校,,725
2024,松江,上海戏剧学院附属松江实验学校,,740.5
2024,松江,上海戏剧学院附属松江实验学校,,724.5
2024,松江,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,松江,上海戏剧学院附属松江实验学校,,705.5
2024,松江,上海市西外外国语学校,,727.5
2024,松江,上海市西外外国语学校,,736.5
2024,松江,上海市西外外国语学校,,757.5
2024,松江,上海市西外外国语学校,,716
2024,松江,上海市西外外国语学校,,727.5
2024,松江,上海市松江区叶榭学校,,736
2024,松江,上海市松江区叶榭学校,,754.5
2024,松江,上海市松江区叶榭学校,,703
2024,松江,上海市松江区叶榭学校,,709.5
2024,松江,上海外国语大学松江外国语学校,,763
2024,松江,上海外国语大学松江外国语学校,,744
2024,松江,上海外国语大学松江外国语学校,,757.5
2024,松江,上海外国语大学松江外国语学校,,719
2024,松江,上海外国语大学松江外国语学校,,737.5
2024,松江,上海市松江区新浜学校,,717
2024,松江,上海市松江区新浜学校,,709.5
2024,松江,上海市松江区新浜学校,,682
2024,松江,上海市松江区新浜学校,,697.5
2024,松江,东华大学附属实验学校,,742.5
2024,松江,东华大学附属实验学校,,752.5
2024,松江,东华大学附属实验学校,,717
2024,松江,东华大学附属实验学校,,734.5
2024,松江,上海赫贤学校,,690.5
2024,松江,上海赫贤学校,,672.5
2024,松江,华东政法大学附属松江实验学校,,760
2024,松江,华东政法大学附属松江实验学校,,745
2024,松江,华东政法大学附属松江实验学校,,754
2024,松江,华东政法大学附属松江实验学校,,718.5
2024,松江,华东政法大学附属松江实验学校,,735
2024,松江,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,松江,上海市松江区新闵学校,,740.5
2024,松江,上海市松江区新闵学校,,756.5
2024,松江,上海市松江区新闵学校,,717.5
2024,松江,上海市松江区新闵学校,,732
2024,松江,上海师范大学附属松江实验学校,,746
2024,松江,上海师范大学附属松江实验学校,,759
2024,松江,上海师范大学附属松江实验学校,,721
2024,松江,上海师范大学附属松江实验学校,,735
2024,松江,上海工程技术大学附属松江泗泾实验学校,,747.5
2024,松江,上海工程技术大学附属松江泗泾实验学校,,755.5
2024,松江,上海工程技术大学附属松江泗泾实验学校,,717
2024,松江,上海工程技术大学附属松江泗泾实验学校,,732
2024,松江,上海市三新学校松江东部分校,,740.5
2024,松江,上海市三新学校松江东部分校,,747
2024,松江,上海市三新学校松江东部分校,,723.5
2024,松江,上海市三新学校松江东部分校,,734.5
2024,浦东新区,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,浦东新区,上海市建平中学西校,,731
2024,浦东新区,上海市建平中学西校,,751
2024,浦东新区,上海市建平中学西校,,740.5
2024,浦东新区,上海市建平中学西校,,705.5
2024,浦东新区,上海市建平中学西校,,755.5
2024,浦东新区,上海市建平中学西校,,728.5
2024,浦东新区,上海市建平中学西校,,714.5
2024,浦东新区,上海市建平中学西校,,718.5
2024,浦东新区,上海市进才中学北校,,756
2024,浦东新区,上海市进才中学北校,,727
2024,浦东新区,上海市进才中学北校,,751
2024,浦东新区,上海市进才中学北校,,745
2024,浦东新区,上海市进才中学北校,,708.5
2024,浦东新区,上海市进才中学北校,,754.5
2024,浦东新区,上海市进才中学北校,,724
2024,浦东新区,上海市进才中学北校,,711.5
2024,浦东新区,上海市进才中学北校,,718.5
2024,浦东新区,华东师范大学附属东昌中学南校,,725
2024,浦东新区,华东师范大学附属东昌中学南校,,745.5
2024,浦东新区,华东师范大学附属东昌中学南校,,740
2024,浦东新区,华东师范大学附属东昌中学南校,,757.5
2024,浦东新区,华东师范大学附属东昌中学南校,,703
2024,浦东新区,华东师范大学附属东昌中学南校,,751.5
2024,浦东新区,华东师范大学附属东昌中学南校,,730.5
2024,浦东新区,华东师范大学附属东昌中学南校,,701
2024,浦东新区,华东师范大学附属东昌中学南校,,725
2024,浦东新区,上海市洋泾中学东校,,725.5
2024,浦东新区,上海市洋泾中学东校,,726
2024,浦东新区,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,浦东新区,上海市洋泾中学东校,,728.5
2024,浦东新区,上海市洋泾中学东校,,752
2024,浦东新区,上海市洋泾中学东校,,703
2024,浦东新区,上海市洋泾中学东校,,732.5
2024,浦东新区,上海市洋泾中学东校,,724
2024,浦东新区,上海市洋泾中学东校,,711
2024,浦东新区,上海市洋泾中学东校,,718
2024,浦东新区,上海市上南中学东校,,731.5
2024,浦东新区,上海市上南中学东校,,742.5
2024,浦东新区,上海市上南中学东校,,740.5
2024,浦东新区,上海市上南中学东校,,701
2024,浦东新区,上海市上南中学东校,,751
2024,浦东新区,上海市上南中学东校,,726.5
2024,浦东新区,上海市上南中学东校,,707
2024,浦东新区,上海市上南中学东校,,724
2024,浦东新区,上海市上南中学北校,,715.5
2024,浦东新区,上海市上南中学北校,,741
2024,浦东新区,上海市上南中学北校,,727.5
2024,浦东新区,上海市上南中学北校,,742.5
2024,浦东新区,上海市上南中学北校,,685
2024,浦东新区,上海市上南中学北校,,721
2024,浦东新区,上海市上南中学北校,,713
2024,浦东新区,上海市上南中学北校,,705.5
2024,浦东新区,上海市上南中学北校,,709
2024,浦东新区,上海市三林中学北校,,730
2024,浦东新区,上海市三林中学北校,,737.5
2024,浦东新区,上海市三林中学北校,,730.5
2024,浦东新区,上海市三林中学北校,,748.5
2024,浦东新区,上海市三林中学北校,,704
2024,浦东新区,上海市三林中学北校,,717.5
2024,浦东新区,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,浦东新区,上海市三林中学北校,,720.5
2024,浦东新区,上海市三林中学北校,,716.5
2024,浦东新区,上海市三林中学北校,,717
2024,浦东新区,上海市洪山中学,,711.5
2024,浦东新区,上海市洪山中学,,743.5
2024,浦东新区,上海市洪山中学,,739
2024,浦东新区,上海市洪山中学,,707
2024,浦东新区,上海市洪山中学,,739.5
2024,浦东新区,上海市洪山中学,,722.5
2024,浦东新区,上海市洪山中学,,701
2024,浦东新区,上海市洪山中学,,723
2024,浦东新区,上海市上南中学南校,,743
2024,浦东新区,上海市上南中学南校,,733
2024,浦东新区,上海市上南中学南校,,735
2024,浦东新区,上海市上南中学南校,,743
2024,浦东新区,上海市上南中学南校,,723.5
2024,浦东新区,上海市上南中学南校,,741.5
2024,浦东新区,上海市上南中学南校,,720.5
2024,浦东新区,上海市上南中学南校,,714.5
2024,浦东新区,上海市上南中学南校,,712
2024,浦东新区,上海市清流中学,,742
2024,浦东新区,上海市清流中学,,744.5
2024,浦东新区,上海市清流中学,,739.5
2024,浦东新区,上海市清流中学,,707.5
2024,浦东新区,上海市清流中学,,744
2024,浦东新区,上海市清流中学,,724
2024,浦东新区,上海市清流中学,,708.5
2024,浦东新区,上海市清流中学,,723.5
2024,浦东新区,上海市浦泾中学,,707
2024,浦东新区,上海市浦泾中学,,735.5
2024,浦东新区,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,浦东新区,上海市浦泾中学,,731.5
2024,浦东新区,上海市浦泾中学,,694.5
2024,浦东新区,上海市浦泾中学,,751.5
2024,浦东新区,上海市浦泾中学,,712.5
2024,浦东新区,上海市浦泾中学,,708
2024,浦东新区,上海市浦泾中学,,699
2024,浦东新区,上海市浦泾中学,,715.5
2024,浦东新区,上海交通大学附属浦东实验中学北校,,748
2024,浦东新区,上海交通大学附属浦东实验中学北校,,723.5
2024,浦东新区,上海交通大学附属浦东实验中学北校,,738
2024,浦东新区,上海交通大学附属浦东实验中学北校,,740.5
2024,浦东新区,上海交通大学附属浦东实验中学北校,,717
2024,浦东新区,上海交通大学附属浦东实验中学北校,,742
2024,浦东新区,上海交通大学附属浦东实验中学北校,,711.5
2024,浦东新区,上海交通大学附属浦东实验中学北校,,707.5
2024,浦东新区,上海交通大学附属浦东实验中学北校,,711.5
2024,浦东新区,上海市浦东新区教育学院附属实验中学,,697.5
2024,浦东新区,上海市浦东新区教育学院附属实验中学,,706
2024,浦东新区,上海市浦东新区教育学院附属实验中学,,704
2024,浦东新区,上海市浦东新区教育学院附属实验中学,,681
2024,浦东新区,上海市浦东新区教育学院附属实验中学,,716.5
2024,浦东新区,上海市浦东新区教育学院附属实验中学,,661
2024,浦东新区,上海市浦东新区教育学院附属实验中学,,698
2024,浦东新区,上海市浦东新区教育学院附属实验中学,,699.5
2024,浦东新区,上海市洋泾中学南校,,726
2024,浦东新区,上海市洋泾中学南校,,744.5
2024,浦东新区,上海市洋泾中学南校,,745.5
2024,浦东新区,上海市洋泾中学南校,,705.5
2024,浦东新区,上海市洋泾中学南校,,757.5
2024,浦东新区,上海市洋泾中学南校,,723.5
2024,浦东新区,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,浦东新区,上海市洋泾中学南校,,735.5
2024,浦东新区,上海市洋泾中学南校,,708
2024,浦东新区,上海市洋泾中学南校,,715
2024,浦东新区,上海市东昌东校,,714
2024,浦东新区,上海市东昌东校,,735
2024,浦东新区,上海市东昌东校,,743
2024,浦东新区,上海市东昌东校,,712
2024,浦东新区,上海市东昌东校,,729
2024,浦东新区,上海市东昌东校,,704
2024,浦东新区,上海市东昌东校,,705.5
2024,浦东新区,上海市东昌东校,,704
2024,浦东新区,上海市东昌东校,,703.5
2024,浦东新区,上海市罗山中学,,740
2024,浦东新区,上海市罗山中学,,743
2024,浦东新区,上海市罗山中学,,737
2024,浦东新区,上海市罗山中学,,707.5
2024,浦东新区,上海市罗山中学,,737
2024,浦东新区,上海市罗山中学,,726
2024,浦东新区,上海市罗山中学,,717.5
2024,浦东新区,上海市罗山中学,,720
2024,浦东新区,上海市金杨中学,,752
2024,浦东新区,上海市金杨中学,,706.5
2024,浦东新区,上海市金杨中学,,742
2024,浦东新区,上海市金杨中学,,725
2024,浦东新区,上海市金杨中学,,706.5
2024,浦东新区,上海市金杨中学,,745.5
2024,浦东新区,上海市金杨中学,,723.5
2024,浦东新区,上海市金杨中学,,714
2024,浦东新区,上海市金杨中学,,735.5
2024,浦东新区,上海市金川中学,,726.5
2024,浦东新区,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,浦东新区,上海市金川中学,,696
2024,浦东新区,上海市金川中学,,711
2024,浦东新区,上海市金川中学,,701
2024,浦东新区,上海市金川中学,,686.5
2024,浦东新区,上海市金川中学,,723.5
2024,浦东新区,上海市金川中学,,672
2024,浦东新区,上海市金川中学,,680
2024,浦东新区,上海市华林中学,,706.5
2024,浦东新区,上海市华林中学,,732.5
2024,浦东新区,上海市华林中学,,735.5
2024,浦东新区,上海市华林中学,,756
2024,浦东新区,上海市华林中学,,704.5
2024,浦东新区,上海市华林中学,,743
2024,浦东新区,上海市华林中学,,732
2024,浦东新区,上海市华林中学,,721.5
2024,浦东新区,上海市华林中学,,704.5
2024,浦东新区,上海市孙桥中学,,703.5
2024,浦东新区,上海市孙桥中学,,681
2024,浦东新区,上海市孙桥中学,,709.5
2024,浦东新区,上海市孙桥中学,,688
2024,浦东新区,上海市孙桥中学,,696.5
2024,浦东新区,上海市孙桥中学,,730.5
2024,浦东新区,上海市孙桥中学,,698
2024,浦东新区,上海市孙桥中学,,679
2024,浦东新区,上海市孙桥中学,,704.5
2024,浦东新区,上海市育人中学,,734.5
2024,浦东新区,上海市育人中学,,736
2024,浦东新区,上海市育人中学,,734.5
2024,浦东新区,上海市育人中学,,708
2024,浦东新区,上海市育人中学,,722
2024,浦东新区,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,浦东新区,上海市育人中学,,725.5
2024,浦东新区,上海市育人中学,,703.5
2024,浦东新区,上海市育人中学,,702.5
2024,浦东新区,上海市东林中学,,695.5
2024,浦东新区,上海市东林中学,,702.5
2024,浦东新区,上海市东林中学,,730.5
2024,浦东新区,上海市东林中学,,718.5
2024,浦东新区,上海市东林中学,,716
2024,浦东新区,上海市东林中学,,711.5
2024,浦东新区,上海市东林中学,,709.5
2024,浦东新区,上海市东林中学,,696.5
2024,浦东新区,上海市东林中学,,716.5
2024,浦东新区,上海市施湾中学,,691
2024,浦东新区,上海市施湾中学,,718.5
2024,浦东新区,上海市施湾中学,,716
2024,浦东新区,上海市施湾中学,,694
2024,浦东新区,上海市施湾中学,,712.5
2024,浦东新区,上海市施湾中学,,703.5
2024,浦东新区,上海市施湾中学,,671.5
2024,浦东新区,上海市施湾中学,,692
2024,浦东新区,上海市黄楼中学,,732
2024,浦东新区,上海市黄楼中学,,689
2024,浦东新区,上海市黄楼中学,,723
2024,浦东新区,上海市黄楼中学,,716
2024,浦东新区,上海市黄楼中学,,702.5
2024,浦东新区,上海市黄楼中学,,708.5
2024,浦东新区,上海市黄楼中学,,705.5
2024,浦东新区,上海市黄楼中学,,684
2024,浦东新区,上海市黄楼中学,,711.5
2024,浦东新区,上海市王港中学,,714.5
2024,浦东新区,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,浦东新区,上海市王港中学,,734.5
2024,浦东新区,上海市王港中学,,731
2024,浦东新区,上海市王港中学,,715
2024,浦东新区,上海市王港中学,,732
2024,浦东新区,上海市王港中学,,704.5
2024,浦东新区,上海市王港中学,,720
2024,浦东新区,上海市王港中学,,712
2024,浦东新区,上海市王港中学,,718.5
2024,浦东新区,上海市杨园中学,,717
2024,浦东新区,上海市杨园中学,,749.5
2024,浦东新区,上海市杨园中学,,729.5
2024,浦东新区,上海市杨园中学,,709
2024,浦东新区,上海市杨园中学,,755.5
2024,浦东新区,上海市杨园中学,,719
2024,浦东新区,上海市杨园中学,,718
2024,浦东新区,上海市杨园中学,,714.5
2024,浦东新区,上海市杨园中学,,712.5
2024,浦东新区,上海市东沟中学,,712.5
2024,浦东新区,上海市东沟中学,,737.5
2024,浦东新区,上海市东沟中学,,727.5
2024,浦东新区,上海市东沟中学,,709.5
2024,浦东新区,上海市东沟中学,,735
2024,浦东新区,上海市东沟中学,,724.5
2024,浦东新区,上海市东沟中学,,723.5
2024,浦东新区,上海市东沟中学,,707.5
2024,浦东新区,上海师范大学附属高桥实验中学,,719
2024,浦东新区,上海师范大学附属高桥实验中学,,723.5
2024,浦东新区,上海师范大学附属高桥实验中学,,738
2024,浦东新区,上海师范大学附属高桥实验中学,,733
2024,浦东新区,上海师范大学附属高桥实验中学,,713
2024,浦东新区,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,浦东新区,上海师范大学附属高桥实验中学,,714.5
2024,浦东新区,上海师范大学附属高桥实验中学,,730.5
2024,浦东新区,上海师范大学附属高桥实验中学,,708.5
2024,浦东新区,上海市凌桥中学,,749
2024,浦东新区,上海市凌桥中学,,713
2024,浦东新区,上海市凌桥中学,,731.5
2024,浦东新区,上海市凌桥中学,,726
2024,浦东新区,上海市凌桥中学,,671
2024,浦东新区,上海市凌桥中学,,721.5
2024,浦东新区,上海市凌桥中学,,691.5
2024,浦东新区,上海市凌桥中学,,705.5
2024,浦东新区,上海市凌桥中学,,701.5
2024,浦东新区,上海市顾路中学,,711.5
2024,浦东新区,上海市顾路中学,,725.5
2024,浦东新区,上海市顾路中学,,726.5
2024,浦东新区,上海市顾路中学,,713
2024,浦东新区,上海市顾路中学,,746.5
2024,浦东新区,上海市顾路中学,,724
2024,浦东新区,上海市顾路中学,,717.5
2024,浦东新区,上海市顾路中学,,714
2024,浦东新区,上海市浦东模范中学,,736
2024,浦东新区,上海市浦东模范中学,,748.5
2024,浦东新区,上海市浦东模范中学,,743.5
2024,浦东新区,上海市浦东模范中学,,718
2024,浦东新区,上海市浦东模范中学,,743.5
2024,浦东新区,上海市浦东模范中学,,725.5
2024,浦东新区,上海市浦东模范中学,,719.5
2024,浦东新区,上海市浦东模范中学,,724.5
2024,浦东新区,上海市浦东模范中学,,732
2024,浦东新区,上海市川沙中学华夏西校,,730.5
2024,浦东新区,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,浦东新区,上海市川沙中学华夏西校,,740
2024,浦东新区,上海市川沙中学华夏西校,,738.5
2024,浦东新区,上海市川沙中学华夏西校,,744.5
2024,浦东新区,上海市川沙中学华夏西校,,714
2024,浦东新区,上海市川沙中学华夏西校,,744.5
2024,浦东新区,上海市川沙中学华夏西校,,725.5
2024,浦东新区,上海市川沙中学华夏西校,,713.5
2024,浦东新区,上海市川沙中学华夏西校,,724.5
2024,浦东新区,上海市陆行中学北校,,728.5
2024,浦东新区,上海市陆行中学北校,,751.5
2024,浦东新区,上海市陆行中学北校,,740
2024,浦东新区,上海市陆行中学北校,,750
2024,浦东新区,上海市陆行中学北校,,707
2024,浦东新区,上海市陆行中学北校,,751.5
2024,浦东新区,上海市陆行中学北校,,731
2024,浦东新区,上海市陆行中学北校,,719.5
2024,浦东新区,上海市陆行中学北校,,707
2024,浦东新区,上海市致远中学,,733
2024,浦东新区,上海市致远中学,,753
2024,浦东新区,上海市致远中学,,747.5
2024,浦东新区,上海市致远中学,,710.5
2024,浦东新区,上海市致远中学,,755
2024,浦东新区,上海市致远中学,,730
2024,浦东新区,上海市致远中学,,710.5
2024,浦东新区,上海市致远中学,,727.5
2024,浦东新区,上海市浦东新区进才实验中学南校,,720
